#Procedure: <laser_setup.procedures.LaserCalibration.LaserCalibration>
#Parameters:
#	N_avg: 2
#	Optical fiber: F1 (M92L02)
#	Information: max current
#	Laser wavelength: 850
#	Procedure version: 1.1.1
#	Step time: 2 s
#	Laser voltage end: 5 V
#	Laser voltage start: 0 V
#	Laser voltage step: 0.1 V
#Metadata:
#	Sensor model: S120VC
#	Start time: 1757948397.5672348
#Data:
VL (V),Power (W)
0.0,2.0860513299999998e-09
0.1,1.374944105e-07
0.2,4.167316945e-07
0.30000000000000004,6.898422665e-07
0.4,1.00532162e-06
0.5,1.31873486e-06
0.6000000000000001,1.62840183e-06
0.7000000000000001,1.9460394450000003e-06
0.8,2.2405032499999997e-06
0.9,2.55577902e-06
1.0,2.8759259249999998e-06
1.1,3.19134938e-06
1.2000000000000002,3.51341464e-06
1.3,3.832085445e-06
1.4000000000000001,4.1451471599999995e-06
1.5,4.468688985e-06
1.6,4.788097385e-06
1.7000000000000002,5.099093184999999e-06
1.8,5.419239415e-06
1.9000000000000001,5.738796065e-06
2.0,6.02499472e-06
2.1,6.34469802e-06
2.2,6.664845155e-06
2.3000000000000003,6.978939835e-06
2.4000000000000004,7.291263505e-06
2.5,7.60904868e-06
2.6,7.892000215e-06
2.7,8.20107698e-06
2.8000000000000003,8.51694313e-06
2.9000000000000004,8.83059556e-06
3.0,9.147051515e-06
3.1,9.4550951e-06
3.2,9.77037098e-06
3.3000000000000003,1.008579465e-05
3.4000000000000004,1.039989005e-05
3.5,1.069996235e-05
3.6,1.10124338e-05
3.7,1.131147385e-05
3.8000000000000003,1.16224696e-05
3.9000000000000004,1.192224725e-05
4.0,1.222970015e-05
4.1000000000000005,1.25424658e-05
4.2,1.2851691300000001e-05
4.3,1.3140366750000001e-05
4.4,1.3444174800000001e-05
4.5,1.37568745e-05
4.6000000000000005,1.40384545e-05
4.7,1.43392981e-05
4.800000000000001,1.4646071100000001e-05
4.9,1.4905420799999999e-05
5.0,1.52196026e-05
