#Procedure: <laser_setup.procedures.LaserCalibration.LaserCalibration>
#Parameters:
#	N_avg: 2
#	Optical fiber: F1 (M92L02)
#	Information: max current
#	Laser wavelength: 590
#	Procedure version: 1.1.1
#	Step time: 2 s
#	Laser voltage end: 5 V
#	Laser voltage start: 0 V
#	Laser voltage step: 0.1 V
#Metadata:
#	Sensor model: S120VC
#	Start time: 1757955961.603112
#Data:
VL (V),Power (W)
0.0,1.9234618085e-09
0.1,3.4777349e-08
0.2,1.55801999e-07
0.30000000000000004,2.862250595e-07
0.4,4.4306084150000003e-07
0.5,6.00889166e-07
0.6000000000000001,7.45855374e-07
0.7000000000000001,9.11664216e-07
0.8,1.0693102e-06
0.9,1.238299095e-06
1.0,1.40953631e-06
1.1,1.5830421449999998e-06
1.2000000000000002,1.756021275e-06
1.3,1.9269875799999998e-06
1.4000000000000001,2.0966869e-06
1.5,2.2722449549999997e-06
1.6,2.44598482e-06
1.7000000000000002,2.61730031e-06
1.8,2.785787615e-06
1.9000000000000001,2.959931295e-06
2.0,3.1140748399999998e-06
2.1,3.28720887e-06
2.2,3.463777035e-06
2.3000000000000003,3.63630454e-06
2.4000000000000004,3.80559993e-06
2.5,3.976309469999999e-06
2.6,4.124190355e-06
2.7,4.289242955e-06
2.8000000000000003,4.45874025e-06
2.9000000000000004,4.626419464999999e-06
3.0,4.791068024999999e-06
3.1,4.9538987200000006e-06
3.2,5.1177394199999996e-06
3.3000000000000003,5.279156085e-06
3.4000000000000004,5.443805095000001e-06
3.5,5.59734235e-06
3.6,5.761789225e-06
3.7,5.908660115e-06
3.8000000000000003,6.06623803e-06
3.9000000000000004,6.21856293e-06
4.0,6.3743227699999995e-06
4.1000000000000005,6.53270922e-06
4.2,6.6856403e-06
4.3,6.824026285000001e-06
4.4,6.9761497350000005e-06
4.5,7.12564724e-06
4.6000000000000005,7.2719115e-06
4.7,7.417771715e-06
4.800000000000001,7.56343047e-06
4.9,7.69151302e-06
5.0,7.831515175e-06
