#Procedure: <laser_setup.procedures.LaserCalibration.LaserCalibration>
#Parameters:
#	N_avg: 2
#	Optical fiber: F1 (M92L02)
#	Information: max current
#	Laser wavelength: 365
#	Procedure version: 1.1.1
#	Step time: 2 s
#	Laser voltage end: 5 V
#	Laser voltage start: 0 V
#	Laser voltage step: 0.1 V
#Metadata:
#	Sensor model: S120VC
#	Start time: 1757960999.583164
#Data:
VL (V),Power (W)
0.0,3.317189305e-09
0.1,1.8560845300000002e-08
0.2,1.735501625e-07
0.30000000000000004,3.372188785e-07
0.4,5.20616851e-07
0.5,6.819880695e-07
0.6000000000000001,8.671364640000001e-07
0.7000000000000001,1.051373205e-06
0.8,1.2269670150000002e-06
0.9,1.40259732e-06
1.0,1.590407865e-06
1.1,1.775410395e-06
1.2000000000000002,1.954505135e-06
1.3,2.138705325e-06
1.4000000000000001,2.31630497e-06
1.5,2.496566595e-06
1.6,2.6801103550000004e-06
1.7000000000000002,2.8552301499999997e-06
1.8,3.0334496149999997e-06
1.9000000000000001,3.214695995e-06
2.0,3.373023675e-06
2.1,3.549431995e-06
2.2,3.73347859e-06
2.3000000000000003,3.90843229e-06
2.4000000000000004,4.079748805e-06
2.5,4.25615735e-06
2.6,4.41910811e-06
2.7,4.585695705e-06
2.8000000000000003,4.765378205e-06
2.9000000000000004,4.942513895000001e-06
3.0,5.108737925e-06
3.1,5.28405576e-06
3.2,5.456099185e-06
3.3000000000000003,5.62777927e-06
3.4000000000000004,5.800550525e-06
3.5,5.965683385e-06
3.6,6.14245573e-06
3.7,6.29558531e-06
3.8000000000000003,6.4719938549999995e-06
3.9000000000000004,6.63858236e-06
4.0,6.80917083e-06
4.1000000000000005,6.98266945e-06
4.2,7.15325837e-06
4.3,7.3060245999999995e-06
4.4,7.474431185e-06
4.5,7.647930035000002e-06
4.6000000000000005,7.808333975e-06
4.7,7.97637722e-06
4.800000000000001,8.14696614e-06
4.9,8.284455359999999e-06
5.0,8.452861495e-06
