#Procedure: <laser_setup.procedures.LaserCalibration.LaserCalibration>
#Parameters:
#	N_avg: 2
#	Optical fiber: F1 (M92L02)
#	Information: max current
#	Laser wavelength: 850
#	Procedure version: 1.1.1
#	Step time: 2 s
#	Laser voltage end: 5 V
#	Laser voltage start: 0 V
#	Laser voltage step: 0.1 V
#Metadata:
#	Sensor model: S120VC
#	Start time: 1757947764.5884311
#Data:
VL (V),Power (W)
0.0,1.405309925e-09
0.1,2.0790677999999998e-07
0.2,5.80760798e-07
0.30000000000000004,9.43640458e-07
0.4,1.35888223e-06
0.5,1.767589535e-06
0.6000000000000001,2.173344795e-06
0.7000000000000001,2.59504122e-06
0.8,2.97673728e-06
0.9,3.3869207549999997e-06
1.0,3.80773122e-06
1.1,4.230460719999999e-06
1.2000000000000002,4.648466755e-06
1.3,5.058945365e-06
1.4000000000000001,5.468390785e-06
1.5,5.8869873100000005e-06
1.6,6.302927205e-06
1.7000000000000002,6.706468185e-06
1.8,7.12226074e-06
1.9000000000000001,7.53760992e-06
2.0,7.911187825e-06
2.1,8.325209365e-06
2.2,8.736278235e-06
2.3000000000000003,9.145428070000001e-06
2.4000000000000004,9.54572215e-06
2.5,9.95915343e-06
2.6,1.0322546550000001e-05
2.7,1.072136455e-05
2.8000000000000003,1.11278582e-05
2.9000000000000004,1.153051385e-05
3.0,1.1938040650000001e-05
3.1,1.233139665e-05
3.2,1.2735381e-05
3.3000000000000003,1.3153703550000001e-05
3.4000000000000004,1.354791355e-05
3.5,1.392730475e-05
3.6,1.433040645e-05
3.7,1.471424275e-05
3.8000000000000003,1.5112899300000001e-05
3.9000000000000004,1.54967356e-05
4.0,1.58746443e-05
4.1000000000000005,1.6268852949999998e-05
4.2,1.666306345e-05
4.3,1.7009849199999998e-05
4.4,1.740850625e-05
4.5,1.7787897350000002e-05
4.6000000000000005,1.8150985849999997e-05
4.7,1.853333925e-05
4.800000000000001,1.891272855e-05
4.9,1.92269126e-05
5.0,1.960630285e-05
