#Procedure: <laser_setup.procedures.LaserCalibration.LaserCalibration>
#Parameters:
#	N_avg: 2
#	Optical fiber: F1 (M92L02)
#	Information: hbn
#	Laser wavelength: 455
#	Procedure version: 1.1.1
#	Step time: 0.5 s
#	Laser voltage end: 5 V
#	Laser voltage start: 0 V
#	Laser voltage step: 0.1 V
#Metadata:
#	Sensor model: S120VC
#	Start time: 1760465416.672517
#Data:
VL (V),Power (W)
0.0,3.81190679e-09
0.1,1.2130923850000001e-08
0.2,4.881457585e-07
0.30000000000000004,1.01806086e-06
0.4,1.6245551249999998e-06
0.5,2.238403e-06
0.6000000000000001,2.74463571e-06
0.7000000000000001,3.349892725e-06
0.8,3.91094727e-06
0.9,4.50854918e-06
1.0,5.12170823e-06
1.1,5.714618055e-06
1.2000000000000002,6.320122335e-06
1.3,6.9058710349999995e-06
1.4000000000000001,7.4802596849999995e-06
1.5,8.084035929999999e-06
1.6,8.672254355e-06
1.7000000000000002,9.24812457e-06
1.8,9.82201982e-06
1.9000000000000001,1.04025821e-05
2.0,1.092264435e-05
2.1,1.149456375e-05
2.2,1.206549585e-05
2.3000000000000003,1.262580915e-05
2.4000000000000004,1.318735805e-05
2.5,1.37516226e-05
2.6,1.424698985e-05
2.7,1.479668525e-05
2.8000000000000003,1.53703331e-05
2.9000000000000004,1.592200445e-05
3.0,1.648305805e-05
3.1,1.702460395e-05
3.2,1.7571581349999998e-05
3.3000000000000003,1.8116090349999997e-05
3.4000000000000004,1.86606012e-05
3.5,1.91804156e-05
3.6,1.9720725500000002e-05
3.7,2.021090765e-05
3.8000000000000003,2.075344215e-05
3.9000000000000004,2.1276713599999998e-05
4.0,2.18049245e-05
4.1000000000000005,2.24207806e-05
4.2,2.2943942900000002e-05
4.3,2.34100744e-05
4.4,2.3940676349999998e-05
4.5,2.447871525e-05
4.6000000000000005,2.49795621e-05
4.7,2.55101595e-05
4.800000000000001,2.60407587e-05
4.9,2.647466135e-05
5.0,2.69829488e-05
