#Procedure: <laser_setup.procedures.LaserCalibration.LaserCalibration>
#Parameters:
#	N_avg: 2
#	Optical fiber: F1 (M92L02)
#	Information: hbn
#	Laser wavelength: 405
#	Procedure version: 1.1.1
#	Step time: 0.5 s
#	Laser voltage end: 5 V
#	Laser voltage start: 0 V
#	Laser voltage step: 0.1 V
#Metadata:
#	Sensor model: S120VC
#	Start time: 1760470429.4460151
#Data:
VL (V),Power (W)
0.0,3.15037707e-09
0.1,3.037436045e-07
0.2,8.92782566e-07
0.30000000000000004,1.4514527e-06
0.4,2.11234533e-06
0.5,2.77218828e-06
0.6000000000000001,3.4334131e-06
0.7000000000000001,4.10835446e-06
0.8,4.72042984e-06
0.9,5.37794017e-06
1.0,6.05573882e-06
1.1,6.72610827e-06
1.2000000000000002,7.4039064650000004e-06
1.3,8.05913078e-06
1.4000000000000001,8.69292353e-06
1.5,9.366435735e-06
1.6,1.00345187e-05
1.7000000000000002,1.0687743299999998e-05
1.8,1.135811135e-05
1.9000000000000001,1.2030480349999999e-05
2.0,1.2616839299999999e-05
2.1,1.32874943e-05
2.2,1.394871925e-05
2.3000000000000003,1.46045154e-05
2.4000000000000004,1.52543098e-05
2.5,1.5907247900000002e-05
2.6,1.64818912e-05
2.7,1.7120542e-05
2.8000000000000003,1.7779767399999998e-05
2.9000000000000004,1.84272749e-05
3.0,1.9076784149999997e-05
3.1,1.971800615e-05
3.2,2.036608745e-05
3.3000000000000003,2.10147391e-05
3.4000000000000004,2.166310515e-05
3.5,2.22877543e-05
3.6,2.29349771e-05
3.7,2.35199077e-05
3.8000000000000003,2.416427285e-05
3.9000000000000004,2.47897797e-05
4.0,2.548799965e-05
4.1000000000000005,2.61163295e-05
4.2,2.67503965e-05
4.3,2.7309865799999998e-05
4.4,2.79525402e-05
4.5,2.85894757e-05
4.6000000000000005,2.918911375e-05
4.7,2.9797357449999998e-05
4.800000000000001,3.044290225e-05
4.9,3.0976551000000004e-05
5.0,3.161061615e-05
