#Procedure: <laser_setup.procedures.LaserCalibration.LaserCalibration>
#Parameters:
#	N_avg: 2
#	Optical fiber: F1 (M92L02)
#	Information: hbn
#	Laser wavelength: 365
#	Procedure version: 1.1.1
#	Step time: 0.5 s
#	Laser voltage end: 5 V
#	Laser voltage start: 0 V
#	Laser voltage step: 0.1 V
#Metadata:
#	Sensor model: S120VC
#	Start time: 1760478974.3476486
#Data:
VL (V),Power (W)
0.0,3.463063835e-09
0.1,3.7616681e-07
0.2,9.612241455e-07
0.30000000000000004,1.5304907500000001e-06
0.4,2.16102376e-06
0.5,2.778610675e-06
0.6000000000000001,3.3839353399999998e-06
0.7000000000000001,3.98881707e-06
0.8,4.54277551e-06
0.9,5.13056148e-06
1.0,5.716892925e-06
1.1,6.290493275e-06
1.2000000000000002,6.8720958100000005e-06
1.3,7.437694195e-06
1.4000000000000001,7.97710436e-06
1.5,8.53761048e-06
1.6,9.094479535e-06
1.7000000000000002,9.6247968e-06
1.8,1.01733003e-05
1.9000000000000001,1.0714892599999999e-05
2.0,1.119355875e-05
2.1,1.17307873e-05
2.2,1.226292215e-05
2.3000000000000003,1.27805079e-05
2.4000000000000004,1.32962759e-05
2.5,1.3817135850000001e-05
2.6,1.42732524e-05
2.7,1.4777017e-05
2.8000000000000003,1.52902376e-05
2.9000000000000004,1.5792912550000003e-05
3.0,1.62999495e-05
3.1,1.67971675e-05
3.2,1.7297659699999998e-05
3.3000000000000003,1.77988768e-05
3.4000000000000004,1.83004595e-05
3.5,1.87773076e-05
3.6,1.927561695e-05
3.7,1.972445715e-05
3.8000000000000003,2.021258205e-05
3.9000000000000004,2.068833965e-05
4.0,2.117282565e-05
4.1000000000000005,2.1656222100000003e-05
4.2,2.21428909e-05
4.3,2.25779131e-05
4.4,2.30598516e-05
4.5,2.35399757e-05
4.6000000000000005,2.3994635750000002e-05
4.7,2.44714829e-05
4.800000000000001,2.49403311e-05
4.9,2.53386152e-05
5.0,2.58118262e-05
