#Procedure: <laser_setup.procedures.LaserCalibration.LaserCalibration>
#Parameters:
#	N_avg: 2
#	Optical fiber: F1 (M92L02)
#	Information: None
#	Laser wavelength: 365
#	Procedure version: 1.1.1
#	Step time: 0.5 s
#	Laser voltage end: 5 V
#	Laser voltage start: 0 V
#	Laser voltage step: 0.1 V
#Metadata:
#	Sensor model: S120VC
#	Start time: 1760460201.854033
#Data:
VL (V),Power (W)
0.0,2.6242852350000002e-09
0.1,3.42652598e-07
0.2,8.96566206e-07
0.30000000000000004,1.440998175e-06
0.4,2.04038747e-06
0.5,2.631352685e-06
0.6000000000000001,3.20674587e-06
0.7000000000000001,3.79276662e-06
0.8,4.313262705e-06
0.9,4.87958891e-06
1.0,5.44191403e-06
1.1,5.99369059e-06
1.2000000000000002,6.5465583250000005e-06
1.3,7.08305879e-06
1.4000000000000001,7.60573744e-06
1.5,8.14732948e-06
1.6,8.678011e-06
1.7000000000000002,9.191595380000002e-06
1.8,9.711728125e-06
1.9000000000000001,1.02387712e-05
2.0,1.06999787e-05
2.1,1.1212110149999999e-05
2.2,1.1723512649999999e-05
2.3000000000000003,1.2223640599999998e-05
2.4000000000000004,1.27183102e-05
2.5,1.32220757e-05
2.6,1.3659278e-05
2.7,1.4143401099999998e-05
2.8000000000000003,1.46384364e-05
2.9000000000000004,1.51243785e-05
3.0,1.561323005e-05
3.1,1.6089715250000003e-05
3.2,1.657711255e-05
3.3000000000000003,1.70597796e-05
3.4000000000000004,1.75424484e-05
3.5,1.80040206e-05
3.6,1.8484141e-05
3.7,1.891879765e-05
3.8000000000000003,1.939419235e-05
3.9000000000000004,1.9850671400000003e-05
4.0,2.03191557e-05
4.1000000000000005,2.07905468e-05
4.2,2.12663053e-05
4.3,2.16780454e-05
4.4,2.2148710749999998e-05
4.5,2.261028295e-05
4.6000000000000005,2.3053667999999998e-05
4.7,2.35119678e-05
4.800000000000001,2.39706305e-05
4.9,2.43580016e-05
5.0,2.481266165e-05
