#Procedure: <laser_setup.procedures.LaserCalibration.LaserCalibration>
#Parameters:
#	N_avg: 2
#	Optical fiber: F1 (M92L02)
#	Information: None
#	Laser wavelength: 850
#	Procedure version: 1.1.1
#	Step time: 2 s
#	Laser voltage end: 5 V
#	Laser voltage start: 0 V
#	Laser voltage step: 0.1 V
#Metadata:
#	Sensor model: S120VC
#	Start time: 1758631758.3033905
#Data:
VL (V),Power (W)
0.0,5.31217137e-09
0.1,2.586812255e-07
0.2,6.67866118e-07
0.30000000000000004,1.0695332550000001e-06
0.4,1.524047945e-06
0.5,1.9730503e-06
0.6000000000000001,2.4213145449999997e-06
0.7000000000000001,2.88005879e-06
0.8,3.29983607e-06
0.9,3.7525286449999997e-06
1.0,4.215257605e-06
1.1,4.66986876e-06
1.2000000000000002,5.128908245e-06
1.3,5.57909175e-06
1.4000000000000001,6.01761394e-06
1.5,6.47753927e-06
1.6,6.93037919e-06
1.7000000000000002,7.370083035e-06
1.8,7.826022285e-06
1.9000000000000001,8.27827171e-06
2.0,8.683141459999999e-06
2.1,9.133619640000001e-06
2.2,9.585722640000001e-06
2.3000000000000003,1.002852515e-05
2.4000000000000004,1.04677865e-05
2.5,1.091339345e-05
2.6,1.13058645e-05
2.7,1.17409927e-05
2.8000000000000003,1.21824678e-05
2.9000000000000004,1.26183336e-05
3.0,1.305552815e-05
3.1,1.34975262e-05
3.2,1.393767845e-05
3.3000000000000003,1.436597495e-05
3.4000000000000004,1.47883438e-05
3.5,1.52092271e-05
3.6,1.56434526e-05
3.7,1.60450727e-05
3.8000000000000003,1.64644771e-05
3.9000000000000004,1.68735069e-05
4.0,1.72855025e-05
4.1000000000000005,1.77123156e-05
4.2,1.8139129699999998e-05
4.3,1.851259e-05
4.4,1.891569355e-05
4.5,1.9326206700000002e-05
4.6000000000000005,1.97263453e-05
4.7,2.01294461e-05
4.800000000000001,2.053699335e-05
4.9,2.0864516050000003e-05
5.0,2.127798965e-05
