#Procedure: <laser_setup.procedures.LaserCalibration.LaserCalibration>
#Parameters:
#	N_avg: 2
#	Optical fiber: F1 (M92L02)
#	Information: None
#	Laser wavelength: 625
#	Procedure version: 1.1.1
#	Step time: 0.5 s
#	Laser voltage end: 5 V
#	Laser voltage start: 0 V
#	Laser voltage step: 0.1 V
#Metadata:
#	Sensor model: S120VC
#	Start time: 1758634712.7189863
#Data:
VL (V),Power (W)
0.0,1.108006355e-08
0.1,1.236762825e-08
0.2,1.968982065e-07
0.30000000000000004,4.210310465e-07
0.4,6.84980705e-07
0.5,9.541975604999999e-07
0.6000000000000001,1.2206247099999999e-06
0.7000000000000001,1.504882735e-06
0.8,1.762942755e-06
0.9,2.0032433650000002e-06
1.0,2.26378006e-06
1.1,2.5494171050000002e-06
1.2000000000000002,2.83777774e-06
1.3,3.12283078e-06
1.4000000000000001,3.399712e-06
1.5,3.693520965e-06
1.6,3.975655545e-06
1.7000000000000002,4.255649855e-06
1.8,4.544594505e-06
1.9000000000000001,4.83470626e-06
2.0,5.094075274999999e-06
2.1,5.38516065e-06
2.2,5.67507868e-06
2.3000000000000003,5.9609096750000004e-06
2.4000000000000004,6.247714055e-06
2.5,6.536658699999999e-06
2.6,6.79369282e-06
2.7,7.07407639e-06
2.8000000000000003,7.36516131e-06
2.9000000000000004,7.643793655e-06
3.0,7.935267605e-06
3.1,8.217401955e-06
3.2,8.508487100000001e-06
3.3000000000000003,8.797820554999999e-06
3.4000000000000004,9.082874385e-06
3.5,9.3617009e-06
3.6,9.65667732e-06
3.7,9.927721295e-06
3.8000000000000003,1.021977915e-05
3.9000000000000004,1.050872335e-05
4.0,1.079727915e-05
4.1000000000000005,1.1090503900000001e-05
4.2,1.138372955e-05
4.3,1.16464062e-05
4.4,1.1935157100000001e-05
4.5,1.22305219e-05
4.6000000000000005,1.25091551e-05
4.7,1.27996559e-05
4.800000000000001,1.3084710200000001e-05
4.9,1.33351273e-05
5.0,1.362368405e-05
