#Procedure: <laser_setup.procedures.LaserCalibration.LaserCalibration>
#Parameters:
#	N_avg: 2
#	Optical fiber: F1 (M92L02)
#	Information: None
#	Laser wavelength: 455
#	Procedure version: 1.1.1
#	Step time: 0.2 s
#	Laser voltage end: 5 V
#	Laser voltage start: 0 V
#	Laser voltage step: 0.1 V
#Metadata:
#	Sensor model: S120VC
#	Start time: 1758655355.600438
#Data:
VL (V),Power (W)
0.0,4.7032415700000006e-09
0.1,5.644076985e-09
0.2,3.6001839e-07
0.30000000000000004,7.951809945000001e-07
0.4,1.30454617e-06
0.5,1.8154215700000001e-06
0.6000000000000001,2.273962535e-06
0.7000000000000001,2.749327565e-06
0.8,3.22049459e-06
0.9,3.72327054e-06
1.0,4.2393812650000006e-06
1.1,4.739193625e-06
1.2000000000000002,5.2501186450000005e-06
1.3,5.750918945e-06
1.4000000000000001,6.23443293e-06
1.5,6.74239459e-06
1.6,7.23455173e-06
1.7000000000000002,7.720782375e-06
1.8,8.21540925e-06
1.9000000000000001,8.711764620000001e-06
2.0,9.14638349e-06
2.1,9.633601624999999e-06
2.2,1.0121560949999999e-05
2.3000000000000003,1.0593469149999999e-05
2.4000000000000004,1.106587115e-05
2.5,1.1542224e-05
2.6,1.1966224999999999e-05
2.7,1.2438627e-05
2.8000000000000003,1.2915720150000001e-05
2.9000000000000004,1.33898511e-05
3.0,1.3857560600000001e-05
3.1,1.43237894e-05
3.2,1.479668525e-05
3.3000000000000003,1.52673583e-05
3.4000000000000004,1.57338336e-05
3.5,1.61770959e-05
3.6,1.663566855e-05
3.7,1.70643607e-05
3.8000000000000003,1.752095795e-05
3.9000000000000004,1.79632343e-05
4.0,1.841217545e-05
4.1000000000000005,1.886605695e-05
4.2,1.932784015e-05
4.3,1.973949475e-05
4.4,2.01909043e-05
4.5,2.06489849e-05
4.6000000000000005,2.1082122649999998e-05
4.7,2.153402875e-05
4.800000000000001,2.215299905e-05
4.9,2.24406158e-05
5.0,2.28769968e-05
