#Procedure: <laser_setup.procedures.LaserCalibration.LaserCalibration>
#Parameters:
#	N_avg: 2
#	Optical fiber: F1 (M92L02)
#	Information: None
#	Laser wavelength: 455
#	Procedure version: 1.1.1
#	Step time: 0.1 s
#	Laser voltage end: 5 V
#	Laser voltage start: 0 V
#	Laser voltage step: 0.1 V
#Metadata:
#	Sensor model: S120VC
#	Start time: 1758636939.457681
#Data:
VL (V),Power (W)
0.0,1.391355745e-08
0.1,1.38145202e-08
0.2,3.78934175e-07
0.30000000000000004,8.349438755e-07
0.4,1.357158795e-06
0.5,1.889450745e-06
0.6000000000000001,2.397927915e-06
0.7000000000000001,2.857982285e-06
0.8,3.351868485e-06
0.9,3.8637811e-06
1.0,4.400387749999999e-06
1.1,4.920696485e-06
1.2000000000000002,5.45063608e-06
1.3,5.965265245e-06
1.4000000000000001,6.47347383e-06
1.5,7.005142150000001e-06
1.6,7.516807955e-06
1.7000000000000002,8.01217448e-06
1.8,8.53199026e-06
1.9000000000000001,9.046619195e-06
2.0,9.497289285000001e-06
2.1,1.000327575e-05
2.2,1.050481705e-05
2.3000000000000003,1.0997715399999999e-05
2.4000000000000004,1.14861687e-05
2.5,1.198128805e-05
2.6,1.24215876e-05
2.7,1.290436105e-05
2.8000000000000003,1.3396271700000001e-05
2.9000000000000004,1.388546525e-05
3.0,1.43798452e-05
3.1,1.48594081e-05
3.2,1.5348849e-05
3.3000000000000003,1.583532595e-05
3.4000000000000004,1.632180465e-05
3.5,1.678136595e-05
3.6,1.725673065e-05
3.7,1.7699499e-05
3.8000000000000003,1.816819715e-05
3.9000000000000004,1.86346706e-05
4.0,1.90986775e-05
4.1000000000000005,1.957206675e-05
4.2,2.00449631e-05
4.3,2.04674825e-05
4.4,2.094185945e-05
4.5,2.14127795e-05
4.6000000000000005,2.18654268e-05
4.7,2.2889393200000002e-05
4.800000000000001,2.291666805e-05
4.9,2.326130925e-05
5.0,2.37249624e-05
