#Procedure: <laser_setup.procedures.LaserCalibration.LaserCalibration>
#Parameters:
#	N_avg: 2
#	Optical fiber: F1 (M92L02)
#	Information: 365
#	Laser wavelength: 365
#	Procedure version: 1.1.1
#	Step time: 2 s
#	Laser voltage end: 5 V
#	Laser voltage start: 0 V
#	Laser voltage step: 0.1 V
#Metadata:
#	Sensor model: S120VC
#	Start time: 1757104015.084334
#Data:
VL (V),Power (W)
0.0,8.96975028e-09
0.1,1.96913472e-08
0.2,1.10934472e-07
0.30000000000000004,2.1578019e-07
0.4,3.318945685e-07
0.5,4.38891874e-07
0.6000000000000001,5.372098145e-07
0.7000000000000001,6.56715713e-07
0.8,7.686726634999999e-07
0.9,8.850057895000001e-07
1.0,1.007575065e-06
1.1,1.12799262e-06
1.2000000000000002,1.248191495e-06
1.3,1.36580104e-06
1.4000000000000001,1.48494223e-06
1.5,1.604265775e-06
1.6,1.72183877e-06
1.7000000000000002,1.8375884550000001e-06
1.8,1.957969515e-06
1.9000000000000001,2.07751191e-06
2.0,2.182065825e-06
2.1,2.30350463e-06
2.2,2.42151532e-06
2.3000000000000003,2.53624387e-06
2.4000000000000004,2.649914905e-06
2.5,2.768326685e-06
2.6,2.87317255e-06
2.7,2.98563987e-06
2.8000000000000003,3.1037601500000003e-06
2.9000000000000004,3.21989364e-06
3.0,3.33374078e-06
3.1,3.447587805e-06
3.2,3.57125612e-06
3.3000000000000003,3.683648285e-06
3.4000000000000004,3.8025878e-06
3.5,3.9138885750000005e-06
3.6,4.03028207e-06
3.7,4.14194665e-06
3.8000000000000003,4.253247425e-06
3.9000000000000004,4.3656396e-06
4.0,4.475849665e-06
4.1000000000000005,4.593334325e-06
4.2,4.70390773e-06
4.3,4.805024445e-06
4.4,4.91705282e-06
4.5,5.029808565e-06
4.6000000000000005,5.138200095e-06
4.7,5.25059227e-06
4.800000000000001,5.3626206400000005e-06
4.9,5.461554795e-06
5.0,5.576493095e-06
