#Procedure: <laser_setup.procedures.LaserCalibration.LaserCalibration>
#Parameters:
#	N_avg: 2
#	Optical fiber: F1 (M92L02)
#	Information: None
#	Laser wavelength: 365
#	Procedure version: 1.1.1
#	Step time: 0.5 s
#	Laser voltage end: 5 V
#	Laser voltage start: 0 V
#	Laser voltage step: 0.1 V
#Metadata:
#	Sensor model: S120VC
#	Start time: 1760027110.0920885
#Data:
VL (V),Power (W)
0.0,3.49953244e-09
0.1,2.405473375e-09
0.2,9.590963045e-08
0.30000000000000004,2.14394383e-07
0.4,3.54176535e-07
0.5,4.930469685e-07
0.6000000000000001,6.13829229e-07
0.7000000000000001,7.49563412e-07
0.8,8.80629756e-07
0.9,1.01767671e-06
1.0,1.16048574e-06
1.1,1.3019454700000002e-06
1.2000000000000002,1.44190989e-06
1.3,1.58216608e-06
1.4000000000000001,1.712430105e-06
1.5,1.8536344449999998e-06
1.6,1.99068154e-06
1.7000000000000002,2.1257227399999997e-06
1.8,2.265796525e-06
1.9000000000000001,2.4053233549999998e-06
2.0,2.526944515e-06
2.1,2.665085505e-06
2.2,2.800856235e-06
2.3000000000000003,2.93662697e-06
2.4000000000000004,3.0681307000000003e-06
2.5,3.20474021e-06
2.6,3.3275573499999998e-06
2.7,3.45740864e-06
2.8000000000000003,3.5865324400000002e-06
2.9000000000000004,3.720020685e-06
3.0,3.85496446e-06
3.1,3.98445195e-06
3.2,4.116122e-06
3.3000000000000003,4.252156485e-06
3.4000000000000004,4.386372215e-06
3.5,4.51367737e-06
3.6,4.645347415e-06
3.7,4.76719697e-06
3.8000000000000003,4.89995728e-06
3.9000000000000004,5.02617172e-06
4.0,5.14802059e-06
4.1000000000000005,5.28369196e-06
4.2,5.41390682e-06
4.3,5.53357313e-06
4.4,5.659424005e-06
4.5,5.787456305e-06
4.6000000000000005,5.914397665e-06
4.7,6.0424301850000005e-06
4.800000000000001,6.170098685e-06
4.9,6.27776285e-06
5.0,6.4061591749999996e-06
