#Procedure: <laser_setup.procedures.LaserCalibration.LaserCalibration>
#Parameters:
#	N_avg: 2
#	Optical fiber: F1 (M92L02)
#	Information: None
#	Laser wavelength: 405
#	Procedure version: 1.1.1
#	Step time: 0.5 s
#	Laser voltage end: 5 V
#	Laser voltage start: 0 V
#	Laser voltage step: 0.1 V
#Metadata:
#	Sensor model: S120VC
#	Start time: 1760022834.3445997
#Data:
VL (V),Power (W)
0.0,2.033019475e-09
0.1,3.0357762949999998e-09
0.2,1.59520724e-07
0.30000000000000004,3.407017315e-07
0.4,5.554889530000001e-07
0.5,7.717946175e-07
0.6000000000000001,9.63518801e-07
0.7000000000000001,1.176672925e-06
0.8,1.384383665e-06
0.9,1.60518732e-06
1.0,1.836620015e-06
1.1,2.0621507700000003e-06
1.2000000000000002,2.293067835e-06
1.3,2.520031215e-06
1.4000000000000001,2.74475633e-06
1.5,2.973927735e-06
1.6,3.204241695e-06
1.7000000000000002,3.42998396e-06
1.8,3.6651564399999996e-06
1.9000000000000001,3.89461343e-06
2.0,4.102067580000001e-06
2.1,4.332667685e-06
2.2,4.570697455000001e-06
2.3000000000000003,4.79786854e-06
2.4000000000000004,5.023325e-06
2.5,5.2553534700000005e-06
2.6,5.459664635e-06
2.7,5.684264125e-06
2.8000000000000003,5.918293485e-06
2.9000000000000004,6.14689293e-06
3.0,6.378350235000001e-06
3.1,6.610664970000001e-06
3.2,6.844693415e-06
3.3000000000000003,7.078723e-06
3.4000000000000004,7.31561022e-06
3.5,7.5384948549999996e-06
3.6,7.771094715e-06
3.7,7.982549505e-06
3.8000000000000003,8.215435630000001e-06
3.9000000000000004,8.44203532e-06
4.0,8.668348984999999e-06
4.1000000000000005,8.901806724999999e-06
4.2,9.136978405e-06
4.3,9.34814807e-06
4.4,9.581320225e-06
4.5,9.814491024999999e-06
4.6000000000000005,1.00385187e-05
4.7,1.02768349e-05
4.800000000000001,1.05140066e-05
4.9,1.07117462e-05
5.0,1.09423454e-05
