#Procedure: <laser_setup.procedures.LaserCalibration.LaserCalibration>
#Parameters:
#	N_avg: 2
#	Optical fiber: F1 (M92L02)
#	Information: None
#	Laser wavelength: 405
#	Procedure version: 1.1.1
#	Step time: 0.2 s
#	Laser voltage end: 5 V
#	Laser voltage start: 0 V
#	Laser voltage step: 0.1 V
#Metadata:
#	Sensor model: S120VC
#	Start time: 1758819969.0593128
#Data:
VL (V),Power (W)
0.0,2.8065745865e-09
0.1,4.21039315e-09
0.2,1.458547845e-07
0.30000000000000004,3.106768105e-07
0.4,5.040626545e-07
0.5,7.052411775e-07
0.6000000000000001,8.757359070000001e-07
0.7000000000000001,1.0706115750000001e-06
0.8,1.25795225e-06
0.9,1.4637435049999998e-06
1.0,1.6687037599999999e-06
1.1,1.877445925e-06
1.2000000000000002,2.084440435e-06
1.3,2.294070555e-06
1.4000000000000001,2.49754123e-06
1.5,2.72361092e-06
1.6,2.924492835e-06
1.7000000000000002,3.1228034899999997e-06
1.8,3.33882997e-06
1.9000000000000001,3.551142185e-06
2.0,3.73687931e-06
2.1,3.94747735e-06
2.2,4.158931915e-06
2.3000000000000003,4.3675293e-06
2.4000000000000004,4.5704118749999995e-06
2.5,4.78529546e-06
2.6,4.969889915e-06
2.7,5.17762965e-06
2.8000000000000003,5.386798875e-06
2.9000000000000004,5.596253005e-06
3.0,5.814566065e-06
3.1,6.020020005e-06
3.2,6.231475030000001e-06
3.3000000000000003,6.44264378e-06
3.4000000000000004,6.658671285e-06
3.5,6.865553585e-06
3.6,7.0738649400000005e-06
3.7,7.269032724999999e-06
3.8000000000000003,7.479915215e-06
3.9000000000000004,7.687083785000001e-06
4.0,7.89110936e-06
4.1000000000000005,8.10456504e-06
4.2,8.32030537e-06
4.3,8.510615315e-06
4.4,8.72349801e-06
4.5,8.93352444e-06
4.6000000000000005,9.13897884e-06
4.7,9.3510057e-06
4.800000000000001,9.568460425e-06
4.9,9.7490547e-06
5.0,9.96679682e-06
