#Procedure: <laser_setup.procedures.LaserCalibration.LaserCalibration>
#Parameters:
#	N_avg: 2
#	Optical fiber: F1 (M92L02)
#	Information: max current calib
#	Laser wavelength: 625
#	Procedure version: 1.1.1
#	Step time: 2 s
#	Laser voltage end: 5 V
#	Laser voltage start: 0 V
#	Laser voltage step: 0.1 V
#Metadata:
#	Sensor model: S120VC
#	Start time: 1757695826.8354511
#Data:
VL (V),Power (W)
0.0,2.925508615e-09
0.1,7.207592320000001e-07
0.2,1.901091365e-06
0.30000000000000004,3.0450008800000003e-06
0.4,4.35507786e-06
0.5,5.662430795e-06
0.6000000000000001,6.953634285e-06
0.7000000000000001,8.26877022e-06
0.8,9.47611079e-06
0.9,1.0775097500000001e-05
1.0,1.209023365e-05
1.1,1.33781291e-05
1.2000000000000002,1.467886615e-05
1.3,1.594691455e-05
1.4000000000000001,1.71867505e-05
1.5,1.84906039e-05
1.6,1.975851865e-05
1.7000000000000002,2.09912669e-05
1.8,2.2224014199999997e-05
1.9000000000000001,2.35114658e-05
2.0,2.4623086600000003e-05
2.1,2.587146355e-05
2.2,2.711398065e-05
2.3000000000000003,2.832524025e-05
2.4000000000000004,2.95013315e-05
2.5,3.0728220700000004e-05
2.6,3.180272145e-05
2.7,3.296123215e-05
2.8000000000000003,3.41490431e-05
2.9000000000000004,3.5321229e-05
3.0,3.64914613e-05
3.1,3.7646063000000004e-05
3.2,3.87948057e-05
3.3000000000000003,3.99591754e-05
3.4000000000000004,4.1068844450000005e-05
3.5,4.215897755e-05
3.6,4.32901325e-05
3.7,4.42845394e-05
3.8000000000000003,4.5374670700000004e-05
3.9000000000000004,4.64433106e-05
4.0,4.74846038e-05
4.1000000000000005,4.8555200900000003e-05
4.2,4.96023531e-05
4.3,5.05537737e-05
4.4,5.1585298899999994e-05
4.5,5.257970225e-05
4.6000000000000005,5.353503185e-05
4.7,5.452357615e-05
4.800000000000001,5.54964918e-05
4.9,5.6305296299999995e-05
5.0,5.724499715e-05
