#Procedure: <laser_setup.procedures.LaserCalibration.LaserCalibration>
#Parameters:
#	N_avg: 2
#	Optical fiber: F1 (M92L02)
#	Information: max current calib
#	Laser wavelength: 455
#	Procedure version: 1.1.1
#	Step time: 2 s
#	Laser voltage end: 5 V
#	Laser voltage start: 0 V
#	Laser voltage step: 0.1 V
#Metadata:
#	Sensor model: S120VC
#	Start time: 1757695148.3566844
#Data:
VL (V),Power (W)
0.0,3.291979465e-09
0.1,1.350894935e-06
0.2,3.506207575e-06
0.30000000000000004,5.557562415e-06
0.4,7.84054964e-06
0.5,1.0026240949999999e-05
0.6000000000000001,1.215834665e-05
0.7000000000000001,1.43208258e-05
0.8,1.625093135e-05
0.9,1.8278578900000002e-05
1.0,2.03205509e-05
1.1,2.235631565e-05
1.2000000000000002,2.4339864449999998e-05
1.3,2.62639087e-05
1.4000000000000001,2.8106132050000002e-05
1.5,3.003265555e-05
1.6,3.189967355e-05
1.7000000000000002,3.368982835e-05
1.8,3.552461385e-05
1.9000000000000001,3.733460285e-05
2.0,3.8918959e-05
2.1,4.070167595e-05
2.2,4.247943435e-05
2.3000000000000003,4.41852899e-05
2.4000000000000004,4.5866348949999996e-05
2.5,4.75622801e-05
2.6,4.904250815e-05
2.7,5.06615797e-05
2.8000000000000003,5.23277649e-05
2.9000000000000004,5.39245211e-05
3.0,5.55163278e-05
3.1,5.710564255e-05
3.2,5.8680087e-05
3.3000000000000003,6.02520449e-05
3.4000000000000004,6.18116173e-05
3.5,6.33017553e-05
3.6,6.48266141e-05
3.7,6.622005825000001e-05
3.8000000000000003,6.772259800000001e-05
3.9000000000000004,6.915075210000001e-05
4.0,7.061858195000001e-05
4.1000000000000005,7.20740063e-05
4.2,7.35567228e-05
4.3,7.479891429999999e-05
4.4,7.624442880000001e-05
4.5,7.759820075e-05
4.6000000000000005,7.897181420000001e-05
4.7,8.03082257e-05
4.800000000000001,8.16694373e-05
4.9,8.282981435e-05
5.0,8.41761539e-05
