#Procedure: <laser_setup.procedures.LaserCalibration.LaserCalibration>
#Parameters:
#	N_avg: 2
#	Optical fiber: F1 (M92L02)
#	Information: None
#	Laser wavelength: 385
#	Procedure version: 1.1.1
#	Step time: 0.5 s
#	Laser voltage end: 5 V
#	Laser voltage start: 0 V
#	Laser voltage step: 0.1 V
#Metadata:
#	Sensor model: S120VC
#	Start time: 1760390383.3856127
#Data:
VL (V),Power (W)
0.0,1.22516253e-09
0.1,4.37625147e-07
0.2,1.27160047e-06
0.30000000000000004,2.00381783e-06
0.4,2.884289415e-06
0.5,3.74309491e-06
0.6000000000000001,4.584196175e-06
0.7000000000000001,5.44943873e-06
0.8,6.226483945e-06
0.9,7.04827198e-06
1.0,7.872956305e-06
1.1,8.695710219999999e-06
1.2000000000000002,9.520073035e-06
1.3,1.032190315e-05
1.4000000000000001,1.108832565e-05
1.5,1.18911221e-05
1.6,1.26752484e-05
1.7000000000000002,1.34352331e-05
1.8,1.421453045e-05
1.9000000000000001,1.4998658149999998e-05
2.0,1.569008055e-05
2.1,1.64626181e-05
2.2,1.722678645e-05
2.3000000000000003,1.797196455e-05
2.4000000000000004,1.86997604e-05
2.5,1.9449444149999998e-05
2.6,2.00958011e-05
2.7,2.081876935e-05
2.8000000000000003,2.154785215e-05
2.9000000000000004,2.2269532550000002e-05
3.0,2.299056725e-05
3.1,2.369647425e-05
3.2,2.44075309e-05
3.3000000000000003,2.51272804e-05
3.4000000000000004,2.5829968749999998e-05
3.5,2.65120552e-05
3.6,2.7209915099999998e-05
3.7,2.78498328e-05
3.8000000000000003,2.862119345e-05
3.9000000000000004,2.92708173e-05
4.0,2.99366002e-05
4.1000000000000005,3.061854475e-05
4.2,3.131017915e-05
4.3,3.1911326e-05
4.4,3.25965011e-05
4.5,3.3268746849999997e-05
4.6000000000000005,3.390544225e-05
4.7,3.457445745e-05
4.800000000000001,3.5237008e-05
4.9,3.580906375e-05
5.0,3.642637055e-05
