#Procedure: <laser_setup.procedures.LaserCalibration.LaserCalibration>
#Parameters:
#	N_avg: 2
#	Optical fiber: F1 (M92L02)
#	Information: Pa medir luz
#	Laser wavelength: 565
#	Procedure version: 1.1.1
#	Step time: 2 s
#	Laser voltage end: 5 V
#	Laser voltage start: 0 V
#	Laser voltage step: 0.1 V
#Metadata:
#	Sensor model: S120VC
#	Start time: 1757710282.2410111
#Data:
VL (V),Power (W)
0.0,2.835314985e-09
0.1,3.879636095e-07
0.2,1.279756305e-06
0.30000000000000004,2.06256175e-06
0.4,2.89412128e-06
0.5,3.7423202450000002e-06
0.6000000000000001,4.56493626e-06
0.7000000000000001,5.3958713150000005e-06
0.8,6.149641875e-06
0.9,6.9425141199999996e-06
1.0,7.736426595e-06
1.1,8.501220695e-06
1.2000000000000002,9.269965630000001e-06
1.3,1.000896825e-05
1.4000000000000001,1.0733826449999999e-05
1.5,1.148738875e-05
1.6,1.22230631e-05
1.7000000000000002,1.29183868e-05
1.8,1.36355502e-05
1.9000000000000001,1.43473044e-05
2.0,1.497128685e-05
2.1,1.566640185e-05
2.2,1.636442905e-05
2.3000000000000003,1.70514331e-05
2.4000000000000004,1.772471025e-05
2.5,1.84069286e-05
2.6,1.901185715e-05
2.7,1.967595925e-05
2.8000000000000003,2.03379714e-05
2.9000000000000004,2.09603058e-05
3.0,2.16160533e-05
3.1,2.22571816e-05
3.2,2.2883692500000002e-05
3.3000000000000003,2.35352645e-05
3.4000000000000004,2.4151333500000002e-05
3.5,2.47611388e-05
3.6,2.5408530749999998e-05
3.7,2.59974522e-05
3.8000000000000003,2.65989029e-05
3.9000000000000004,2.719200075e-05
4.0,2.7795539599999998e-05
4.1000000000000005,2.8396987500000002e-05
4.2,2.90193229e-05
4.3,2.95351483e-05
4.4,3.01553964e-05
4.5,3.0738050599999996e-05
4.6000000000000005,3.1295647200000004e-05
4.7,3.18866551e-05
4.800000000000001,3.246513005e-05
4.9,3.2953808800000004e-05
5.0,3.35427285e-05
